Country,Status,Date,Center ID,Center,Verified,Type,Activity,Org,Capacity,Equipment (R.A.G),Staff,Doctors,Nurses,Isolation Facility,PPE,Burial Site,Water,Power,Comm.,Date open,Date closed,Region,Adm1 ID,District,Adm2 ID,Adm3,Place,Lat,Long,Address,Clinic Website,Notes (example: If closed why?),Source of info,Location in OSM,MTI: Zone,MTI: Zonal Facility,UN Team,UN Site No,UN site name,UTM,UN Gr,UNMIL Grid,UNMIL Grid New
Liberia,,19.08.14,LR30-000061,Star of the sea Health center,,Health Center,,Faith Based Organization,29,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Westpoint,6.32850000000,-10.804310,West Point,,,,,1,JFK Medical Center,,,,,,,
Liberia,,19.08.14,LR30-000140,Sam Mini Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Woodcamp,6.29575000000,-10.686550,Woodcamp,,,,,2,Duport Road Health Center,,,,,,,
Liberia,,,MTI221,Chinese Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Yekpi Town,6.270548,-10.738085,"Tubman Blvd, Congo Town",,"May also be called ""Third Rock Chinese Clinic""",List from: Medical Teams International,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000143,Sets Maternity,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,Zohulong,6.24989000000,-10.700030,,,,,,2,Duport Road Health Center,,,,,,,
Liberia,,19.08.14,LR30-000070,Agape Health Center,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.27233000000,-10.679280,,,,,,2,Duport Road Health Center,,,,,,,
Liberia,Open*,,UN069,Benson Hospital,,Hospital,,GOL,16,,,4,12,N,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.28354,-10.689620,"Red Light, Tubman Boulevard",,Open but there is fear and apprehension among staff due to limited capacity of the facility to handle the dreaded Ebola Viral ailment,,,2,Duport Road Health Center,UNMO TEAM SITE 02 (MONROVIA TEAM SITE),2,Monrovia,29N,LG 120 930,29NLG 120 930,29NLG 120 930
Liberia,,19.08.14,LR30-000036,Catholic New Kru Town,,Hospital,,Faith Based Organization,124,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.27376000000,-10.754720,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000082,Dayass Mini,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.28564000000,-10.764930,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000084,Dental & Face Care,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.31495000000,-10.807360,Randall Street,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000191,Dr. Benjamin Harris,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.31298000000,-10.808400,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000085,Dr. Nehme Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.31415000000,-10.807850,Randall Street,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000057,Duport Road,,Health Center,,MOHSW only,16,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.27607000000,-10.690030,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000087,Elder John P. Dom(?),,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.37517000000,-10.791670,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000043,Ger-Lib,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.29783000000,-10.697590,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000065,JAW Community,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.32786000000,-10.740980,Kesselly BLVD,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000168,JDJ Women&Children,,Hospital,,IRC,110,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.30302000000,-101.706690,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000108,Kebeh Poly,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.31980000000,-10.810860,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000109,Kissi Bendu,Y,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.29018000000,-10.687720,,,geolocated to district level only (Greater Monrovia),,,2,Duport Road Health Center,,,,,,,
Liberia,,19.08.14,LR30-000179,Liberty Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.26306000000,-10.704220,,,,,,2,Duport Road Health Center,,,,,,,
Liberia,,19.08.14,LR30-000182,Lofa Medical,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.30501000000,-10.712030,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000016,Louisiana,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.43393000000,-10.702850,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000124,Medical Laboratory,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.29434000000,-10.786330,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000126,Medicover Clinic,,Clinic,,SC-UK,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.29585000000,-10.680900,Soul Clinic,,,,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR30-000130,Orphan Grain Train Medical,Y,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.306620,-10.72218,,,,http://liberia.ushahidi.com/reports/view/119,,,,,,,,,,
Liberia,,19.08.14,LR30-000006,Rehab Community Clinic,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.24528000000,-10.675700,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000139,Rock Hole Community,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.25807000000,-10.689540,,,,,,,,,,,,,,
Liberia,Open*,,UN070,Seventh Day Adventist Cooper Hospital,,,,,,,,Not Known,Not Known,N,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.299077115,-10.777174,,,Open but there is fear and apprehension among staff due to limited capacity of the facility to handle the dreaded Ebola Viral ailment,,,,,UNMO TEAM SITE 02 (MONROVIA TEAM SITE),2,Monrovia,29N,LG 034 966,29NLG 034 966,29NLG 034 966
Liberia,Open*,,UN071,Soul Clinic,,,,,,,,Not Known,Not Known,N,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.299350751,-10.694940,,,Open but there is fear and apprehension among staff due to limited capacity of the facility to handle the dreaded Ebola Viral ailment,,,,,UNMO TEAM SITE 02 (MONROVIA TEAM SITE),2,Monrovia,29N,LG 125 966,29NLG 125 966,29NLG 125 966
Liberia,,19.08.14,LR30-000147,Stanko Medical,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.33230000000,-10.721690,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000173,Trinity Healing Temple,,Clinic,,Faith Based Organization,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.31596000000,-10.732310,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000175,Trinity Healing Temple,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.33622000000,-10.188340,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000164,Vision for the hopelessness,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.24036000000,-10.668120,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000157,Wahwahim,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.33211000000,-10.727950,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000041,Whole Life Comm.,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.35300000000,-10.783440,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000048,William Booth,,Clinic,,Faith Based Organization,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.29533000000,-10.690000,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000160,Wonjah Smith Memorial,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Greater Monrovia,LBR1103,,,6.35225000000,-10.784180,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000300,Faith Medical Laboratory II,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Africa Road,6.40331000000,-10.790170,Africa Road,,,,,,,,,,,,,
Liberia,Open,19.08.14,LR30-000009,Arthington Community Clinic,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Arthington,6.5122,-10.677500,,,,,,,,,,,,,,
Liberia,Open,19.08.14,LR30-000022,Blamacee Community Clinic,,Clinic,,SC-UK,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Blamasee,6.43819000000,-10.814870,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000044,Imani House,,Clinic,,Faith Based Organization,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Brewerville,6.43842000000,-10.787890,Brewerville,,,,,,,,,,,,,
Liberia,,,MTI238,Lott Carey Mission School Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Brewerville,6.4313,-10.788100,St. Paul Bridge,,,List from: Medical Teams International,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000042,Mother & Child,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Caldwell,6.34519000000,-10.775040,,,,,,,,,,,,,,
Liberia,Open,,MTI210,A.F. Rusell Clinic,Y,Clinic,,Public,,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Clay Ashland,6.423534,-10.726435,Clay Ashland,,,List from: Medical Teams International,,4,Redemption Hospital,,,,,,,
Liberia,,,LISGIS286,Louisiana Clinic,,Clinic,,GOL,,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Louisiana,6.4311,-10.693000,Louisiana,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000098,Havious-Julius Green,Y,Health Center,,Private - for profit,8,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Monrovia,6.43335000000,-10.775820,Stephen Tolbert,,,,,,,,,,,,,
Liberia,,19.08.14,MTI234,Kpalla Clinic,,Clinic,,Merlin (GOL?),,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Monrovia,6.4261,-10.811700,Brewerville,,,List from: Medical Teams International,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LISGIS333,New Community,Y,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Monrovia,6.39835000000,-10.785670,St. Paul Bridge,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000132,P.K. Nyansaiye Medical,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Monrovia,6.28333000000,-10.698660,Broad Street   Police Barracks,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000190,St. John Medical,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Monrovia,6.26148000000,-10.696480,ELWA Road,,,,,2,Duport Road Health Center,,,,,,,
Liberia,,19.08.14,LR30-000177,St. Paul Bridge Community Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Monrovia,6.39029000000,-10.782610,St. Paul Bridge,,,,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000148,Stockton Creek Clinic,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Monrovia,6.37219000000,-10.779950,,,,,,4,Redemption Hospital,,,,,,,
Liberia,,,MTI240,Mariama Z. Brown Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Moulton Corner,6.4233,-10.783900,Brewerville,,,List from: Medical Teams International,,4,Redemption Hospital,,,,,,,
Liberia,,,MTI253,Ricks Mission School Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Virginia,6.4940,-10.801700,Virginia,,,List from: Medical Teams International,,4,Redemption Hospital,,,,,,,
Liberia,,,MTI256,St. Peter Clinic,,Clinic,,Private,,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,Virginia,6.4940,-10.801700,Virginia,,,List from: Medical Teams International,,4,Redemption Hospital,,,,,,,
Liberia,Open,19.08.14,LR30-000021,Banjor Comm.,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,,6.41061000000,-10.796930,Banjor,,,,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000037,Bishop John Collins Clinic,,Health Center,,Faith Based Organization,9,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,,6.35786000000,-10.780800,Logantown Road,,,,,4,Redemption Hospital,,,,,,,
Liberia,,19.08.14,LR30-000020,R C Marshall,Y,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,,6.41306000000,-10.778260,,,,http://reliefweb.int/sites/reliefweb.int/files/resources/Liberia_Health_Facilitiesv2_A3.pdf.pdf,,,,,,,,,,
Liberia,,19.08.14,LR30-000142,SARCO Medical,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,St. Paul River,LBR1104,,,6.38472000000,-10.781910,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000053,Goba Town Clinic,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Montserrado,LBR11,Todee,LBR1105,,Gobah,6.48761000000,-10.441540,Gobah,,,,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR30-000156,Vicmah Maternity,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Montserrado,LBR11,Todee,LBR1105,,Jacob Town,6.30807000000,-10.710400,,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000110,Koon Town,Y,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Montserrado,LBR11,Todee,LBR1105,,Koon Town,6.602536,-10.539404,,,"Location listed was in the ocean (6.06727, -10.53644) - geolocated to town level",,,,,,,,,,,
Liberia,,19.08.14,LR30-000011,Johnsonville,,Clinic,,MERCI,N/A,,,,,,,,,,,,,Montserrado,LBR11,Todee,LBR1105,,Monrovia,6.35410000000,-10.685280,Johnsonville,,,,,,,,,,,,,
Liberia,,19.08.14,LR30-000012,Nyehn,Y,Health Center,,Merlin,12,,,,,,,,,,,,,Montserrado,LBR11,Todee,LBR1105,,Monrovia,6.54700000000,-10.489390,Todee District,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,"3,4",Redemption Hospital,,,,,,,
Liberia,,,LISGIS287,Morris Farm Clinic,,Clinic,,GOL,,,,,,,,,,,,,,Montserrado,LBR11,Todee,LBR1105,,Morris Farm,6.5456,-10.383700,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,,19.08.14,LR30-000035,Zanna Town,Y,Clinic,,SC-UK,N/A,,,,,,,,,,,,,Montserrado,LBR11,Todee,LBR1105,,Zannah,6.71422000000,-10.412210,,,"Zana on Google Earth

Duplicates LISGIS304 & MTI208",,,3,James N. Davis Jr Memoral Hospital,,,,,,,
Liberia,,19.08.14,LR33-000053,Bonlay,Y,Clinic,,Equip,N/A,,,,,,,,,,,,,Nimba,LBR12,Boe and Quilla,LBR1201,,Bonglay,6.82336000000,-8.547720,,,,,,,,,,,,,,
Liberia,Open,,UN213,Toweh Town,Y,Clinic,,"GOL,Equip",0,,,0,2,NO,,,,,,,,Nimba,LBR12,Boe and Quilla,LBR1201,,Toweh Town,6.794162788,-8.667319,,,,,,,,UNMO TEAM SITE -  08 (TAPPITA TEAM SITE),8,Tappita,29N,NH 36761 51007,29NNH 36761 51007,29NNH 36761 51007
Liberia,Open,19.08.14,UN209,NEW YOURPEA,Y,,,,0,,,0,YES,NO,,,,,,,,Nimba,LBR12,Boe and Quilla,LBR1201,,,6.72565553,-8.486444,,,,,,,,UNMO TEAM SITE -  08 (TAPPITA TEAM SITE),8,Tappita,29N,NH 56756 43451,29NNH 56756 43451,29NNH 56756 43451
Liberia,,19.08.14,LR33-000027,Zoegeh Medical Center,Y,Health Center,,Private - for profit,32,,,,,,,,,,,,,Nimba,LBR12,Buu-Yao,LBR1202,,Dabli,6.95194000000,-8.547020,,,,,,,,,,,,,,
Liberia,Open,19.08.14,UN207,Diallah,,Clinic,,Equip,0,,,0,2,NO,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Dialah,6.47662415,-8.698508,,,,,,,,UNMO TEAM SITE -  08 (TAPPITA TEAM SITE),8,Tappita,29N,NH 33336 15902,29NNH 33336 15902,29NNH 33336 15902
Liberia,,19.08.14,LR33-000051,Graie,,Clinic,,MOHSW only (GOL?),N/A,,,,,,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Gloie Graie,6.70823000000,-8.771110,,,,,,,,,,,,,,
Liberia,Open,,UN211,Kwendin,Y,Clinic,,MOHSW only,0,,,0,1,NO,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Kwendin,6.454647499,-8.948930,,,,,,,,UNMO TEAM SITE -  08 (TAPPITA TEAM SITE),8,Tappita,29N,NH 05647 13463,29NNH 05647 13463,29NNH 05647 13463
Liberia,Open,19.08.14,LR33-000049,Consolata,,Clinic,,NFP,0,,,0,YES,NO,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Tapeta,6.48795000000,-8.863720,,,,,,,,UNMO TEAM SITE -  08 (TAPPITA TEAM SITE),8,Tappita,29N,NH 15072 17128,29NNH 15072 17128,29NNH 15072 17128
Liberia,Open,,UN204,Jackson F. Doe (Chinese) Hospital,Y,Hosp,,GOL,200,,,Yes,YES,YES,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Tappita (Tapeta),6.508292542,-8.860278,,,,,,,,UNMO TEAM SITE -  08 (TAPPITA TEAM SITE),8,Tappita,29N,NH 15448 19395,29NNH 15448 19395,29NNH 15448 19395
Liberia,Open,19.08.14,UN205,Mid Baptist Clinic,Y,Clinic,,"Equip, NFP",0,,,0,YES,NO,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Tappita (Tapeta),6.4948614,-8.869073,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,UNMO TEAM SITE -  08 (TAPPITA TEAM SITE),8,Tappita,29N,NH 14476 17910,29NNH 14476 17910,29NNH 14476 17910
Liberia,,19.08.14,LR33-000052,Zuaplay,Y,Clinic,,Equip,N/A,,,,,,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Vohn Town,6.74124000000,-8.874810,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000060,Zuolay,Y,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Nimba,LBR12,Doe,LBR1203,,Zuolay,6.67553000000,-8.787460,,,,,,,,,,,,,,
Liberia,Open,,UN215,TB & Leprosy Rehabilitation Hospital Ganta,,,,German Leprosy Relief Association,177,,,1,5,No,under process,,,,,,,Nimba,LBR12,Garr-Bain,LBR1204,,,7.241019643,-8.969808,,,,http://en.wikipedia.org/wiki/Ganta_Hospital,,,,UNMO TEAM SITE – 09(GANTA),9,Ganta,29N,NJ 03333 00393,29NNJ 03333 00393,29NNJ 03333 00393
Liberia,Open,,UN214,United Methodist Hospital Ganta,,,,,,,,5,40,Yes (60 persons) established from 15 Sep 14 (One volunteer Doctor) Probably will start on Monday,under process,,,,,,,Nimba,LBR12,Garr-Bain,LBR1204,,,7.235140296,-8.977979,,,,,,,,UNMO TEAM SITE – 09(GANTA),9,Ganta,29N,NH  02431 99743,29NNH  02431 99743,29NNH  02431 99743
Liberia,Open,,UN216,UNMIL BANENG  Lvl 1 Hospital Ganta,,,,,,,,2 (1 at Saclepea),6,Yes  (3 Pers),,,,,,,,Nimba,LBR12,Garr-Bain,LBR1204,,,7.214796068,-8.976920,,,,,,,,UNMO TEAM SITE – 09(GANTA),9,Ganta,29N,NH 02548  97494,29NNH 02548  97494,29NNH 02548  97494
Liberia,Open,,UN217,UNMIL GHANBAT Lvl 1 Hospital Ganta,,,,,,,,1,3,No,,,,,,,,Nimba,LBR12,Garr-Bain,LBR1204,,,7.230753549,-8.994728,,,,,,,,UNMO TEAM SITE – 09(GANTA),9,Ganta,29N,NH 00582 99258,29NNH 00582 99258,29NNH 00582 99258
Liberia,,19.08.14,LR33-000039,Beo Yoolar,,Clinic,,IRC,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Beoyoolor,7.04815000000,-8.321370,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000042,Duoplay,,Clinic,,PFP,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Doupplay,7.28690000000,-8.420800,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000035,Gbeivonwea,,Clinic,,IRC,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Gbei-Vonwea,7.08173000000,-8.416800,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000034,Goagortuo,,Clinic,,IRC (GOL?),N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Guagortuo,7.41045000000,-8.453700,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000032,Karnplay,Y,Health Center,,IRC,10,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Kahnple,7.26465000000,-8.504160,,,Geolocated to city level (Kahnple),,,,,,,,,,,
Liberia,,19.08.14,LR33-000030,Zorgowee,Y/HZ,Clinic,,IRC,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Karmean Village,7.34248000000,-8.578480,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000038,Garplay,,Clinic,,IRC,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,New Gabaldi,7.12257000000,-8.462280,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000047,Vayenglay,,Clinic,,IRC,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Vayenglay,7.14458000000,-8.562870,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000031,Youhnlay,Y/HZ,Clinic,,IRC,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Youhnlay,7.34093000000,-8.447400,,,Duplicate: LISGIS338,,,,,,,,,,,
Liberia,,19.08.14,LR33-000013,Zodru,Y/HZ,Clinic,,Equip,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,Zodru,6.56993000000,-8.571140,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000040,Loguatuo,Y,Clinic,,IRC,N/A,,,,,,,,,,,,,Nimba,LBR12,Gbehlay-Geh,LBR1205,,,7.0257990,-8.365800,,,,http://liberia.ushahidi.com/reports/view/482,,,,,,,,,,
Liberia,,19.08.14,LR33-000026,Cocopa,,Clinic,,Private - non profit,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Cocopa,7.10270000000,-8.865160,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000045,Duo Town,Y,Clinic,,Equip,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Duo Town,6.92837500000,-9.118078,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000002,Flumpa,,Clinic,,Equip (GOL),N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Flumpa,7.10824000000,-8.911590,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000005,Flumpa Mission,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Flumpa,7.11156000000,-8.920410,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000001,Karnwee,,Clinic,,Equip,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Kahnwi,7.02698000000,-8.851260,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000059,Kpaytuo,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Kpetu,6.81426000000,-8.815690,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000016,Saclepea Comprehensive,,Health Center,,Equip,68,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Saglelpie,6.97559000000,-8.845090,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000014,Saclepea Mission,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Saglelpie,6.95514000000,-8.841820,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000057,Duayee,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Sakla,6.87959000000,-8.952960,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000010,Kpain,,Clinic,,CHAL,N/A,,,,,,,,,,,,,Nimba,LBR12,Leewehpea-Mahn,LBR1209,,Venn Town,7.10817000000,-9.076310,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000048,Bunadin,,Clinic,,"Equip, GOL",N/A,,,,,,,,,,,,,Nimba,LBR12,Meinpea-Mahn,LBR1210,,Bunadin,7.01018000000,-9.074110,,,,,,,,,,,,,,
Liberia,,19.08.14,LR33-000056,Agape,,Clinic,,Private - for profit,N/A,,,,,,,,,,,,,Nimba,LBR12,Sanniquellie Mahn,LBR1211,,Ganta,7.22663000000,-8.986170,,,,,,,,,,,,,,
